date,category,amount,description
2024-10-10,transportation,46900,Transportation expense
2024-10-10,utilities,31239,Internet
2024-10-10,food & beverages,45894,Food
2024-10-10,health,42356,Health expense
2024-10-10,food & beverages,24352,Food
2024-10-10,utilities,86952,Water bill
2024-10-11,entertainment,459447,Cinema
2024-10-11,other,88188,Other expense
2024-10-11,transportation,25100,Transportation expense
2024-10-11,transportation,18700,Transportation expense
2024-10-11,food & beverages,71334,Beverage
2024-10-11,other,99701,Other expense
2024-10-11,transportation,19800,Transportation expense
2024-10-11,transportation,21600,Transportation expense
2024-10-11,transportation,49300,Transportation expense
2024-10-12,transportation,17700,Transportation expense
2024-10-12,food & beverages,74112,Food
2024-10-12,transportation,10100,Transportation expense
2024-10-12,health,108940,Health expense
2024-10-12,utilities,68546,Tax
2024-10-13,transportation,41600,Transportation expense
2024-10-13,utilities,65943,Tax
2024-10-13,transportation,47800,Transportation expense
2024-10-13,food & beverages,46269,Beverage
2024-10-13,utilities,57128,Electric bill
2024-10-14,transportation,22400,Transportation expense
2024-10-14,food & beverages,15466,Food
2024-10-14,transportation,17700,Transportation expense
2024-10-14,transportation,34600,Transportation expense
2024-10-14,utilities,73588,Internet
2024-10-14,food & beverages,57701,Beverage
2024-10-14,transportation,27100,Transportation expense
2024-10-14,health,75517,Health expense
2024-10-14,transportation,28100,Transportation expense
2024-10-14,other,62095,Other expense
2024-10-14,utilities,92365,Tax
2024-10-14,utilities,43425,Tax
2024-10-14,transportation,46400,Transportation expense
2024-10-14,transportation,30100,Transportation expense
2024-10-15,utilities,35608,Water bill
2024-10-15,utilities,41206,Tax
2024-10-15,food & beverages,66516,Food
2024-10-15,food & beverages,60682,Food
2024-10-15,utilities,41068,Electric bill
2024-10-15,transportation,10300,Transportation expense
2024-10-15,utilities,81822,Water bill
2024-10-15,other,67065,Other expense
2024-10-15,food & beverages,39303,Beverage
2024-10-15,food & beverages,40187,Beverage
2024-10-15,other,62513,Other expense
2024-10-15,transportation,44100,Transportation expense
2024-10-15,food & beverages,18765,Food
2024-10-15,other,32973,Other expense
2024-10-16,food & beverages,75998,Food
2024-10-16,utilities,45525,Internet
2024-10-16,food & beverages,48804,Food
2024-10-16,utilities,24726,Water bill
2024-10-16,food & beverages,78939,Food
2024-10-16,food & beverages,66096,Food
2024-10-16,transportation,35900,Transportation expense
2024-10-16,transportation,23100,Transportation expense
2024-10-16,transportation,14500,Transportation expense
2024-10-16,other,82036,Other expense
2024-10-16,food & beverages,74966,Food
2024-10-16,transportation,32800,Transportation expense
2024-10-16,other,46242,Other expense
2024-10-16,food & beverages,44803,Food
2024-10-16,other,85354,Other expense
2024-10-17,entertainment,313455,Shopping
2024-10-17,transportation,43000,Transportation expense
2024-10-17,food & beverages,67621,Food
2024-10-17,transportation,26900,Transportation expense
2024-10-17,health,95352,Health expense
2024-10-18,other,83815,Other expense
2024-10-18,transportation,25900,Transportation expense
2024-10-18,utilities,80387,Tax
2024-10-18,health,23584,Health expense
2024-10-18,transportation,26900,Transportation expense
2024-10-18,food & beverages,29442,Food
2024-10-18,utilities,61383,Water bill
2024-10-18,transportation,33100,Transportation expense
2024-10-18,transportation,10600,Transportation expense
2024-10-19,entertainment,148763,Arcade
2024-10-19,utilities,29965,Internet
2024-10-19,transportation,21700,Transportation expense
2024-10-19,transportation,33200,Transportation expense
2024-10-19,food & beverages,26978,Food
2024-10-19,other,99536,Other expense
2024-10-19,other,34925,Other expense
2024-10-19,transportation,23100,Transportation expense
2024-10-19,food & beverages,32393,Beverage
2024-10-20,entertainment,230912,Cinema
2024-11-01,health,300000,Gym membership
2024-11-01,food & beverages,39399,Food
2024-11-01,transportation,36300,Transportation expense
2024-11-01,food & beverages,23594,Beverage
2024-11-01,other,99916,Other expense
2024-11-01,food & beverages,32691,Beverage
2024-11-01,utilities,69923,Tax
2024-11-02,entertainment,487208,Karaoke
2024-11-02,transportation,10600,Transportation expense
2024-11-02,food & beverages,73541,Food
2024-11-02,health,87765,Health expense
2024-11-02,transportation,30700,Transportation expense
2024-11-02,utilities,52895,Internet
2024-11-02,transportation,47200,Transportation expense
2024-11-02,food & beverages,25704,Beverage
2024-11-03,entertainment,233321,Arcade
2024-11-03,health,32622,Health expense
2024-11-03,transportation,31900,Transportation expense
2024-11-03,food & beverages,51535,Beverage
2024-11-03,other,43779,Other expense
2024-11-04,entertainment,163563,Cinema
2024-11-04,health,99374,Health expense
2024-11-04,food & beverages,57541,Food
2024-11-04,transportation,28700,Transportation expense
2024-11-04,food & beverages,46948,Food
2024-11-04,utilities,30277,Tax
2024-11-04,transportation,28800,Transportation expense
2024-11-04,transportation,19500,Transportation expense
2024-11-04,health,103962,Health expense
2024-11-04,utilities,75288,Internet
2024-11-05,transportation,14700,Transportation expense
2024-11-05,food & beverages,35544,Beverage
2024-11-05,food & beverages,32529,Beverage
2024-11-05,transportation,35900,Transportation expense
2024-11-05,food & beverages,71544,Food
2024-11-05,other,86928,Other expense
2024-11-05,transportation,39500,Transportation expense
2024-11-05,transportation,22100,Transportation expense
2024-11-05,health,36389,Health expense
2024-11-05,utilities,30494,Internet
2024-11-05,food & beverages,21262,Beverage
2024-11-05,food & beverages,50942,Food
2024-11-05,food & beverages,49339,Food
2024-11-05,utilities,33622,Electric bill
2024-11-05,food & beverages,57915,Beverage
2024-11-06,food & beverages,56057,Beverage
2024-11-06,food & beverages,26180,Food
2024-11-06,food & beverages,71385,Food
2024-11-06,other,72410,Other expense
2024-11-06,transportation,45400,Transportation expense
2024-11-06,other,81898,Other expense
2024-11-06,transportation,45300,Transportation expense
2024-11-06,food & beverages,56356,Food
2024-11-06,utilities,88610,Tax
2024-11-06,utilities,65504,Internet
2024-11-06,transportation,24900,Transportation expense
2024-11-07,transportation,27000,Transportation expense
2024-11-07,food & beverages,49296,Beverage
2024-11-07,utilities,65073,Water bill
2024-11-07,food & beverages,60073,Food
2024-11-07,other,72530,Other expense
2024-11-07,food & beverages,67295,Food
2024-11-08,utilities,44716,Internet
2024-11-08,transportation,46700,Transportation expense
2024-11-08,transportation,26400,Transportation expense
2024-11-08,food & beverages,40540,Food
2024-11-08,health,48913,Health expense
2024-11-08,food & beverages,30699,Food
2024-11-08,transportation,27800,Transportation expense
2024-11-08,food & beverages,68006,Food
2024-11-08,food & beverages,19486,Beverage
2024-11-09,entertainment,157858,Arcade
2024-11-09,transportation,27800,Transportation expense
2024-11-09,utilities,44613,Tax
2024-11-09,food & beverages,78551,Beverage
2024-11-09,transportation,22200,Transportation expense
2024-11-09,other,46977,Other expense
2024-11-09,food & beverages,62651,Food
2024-11-10,entertainment,179001,Shopping
2024-11-10,transportation,32400,Transportation expense
2024-11-10,transportation,42700,Transportation expense
2024-11-10,other,70776,Other expense
2024-11-10,utilities,63286,Electric bill
2024-11-11,other,17345,Other expense
2024-11-11,food & beverages,50598,Beverage
2024-11-11,transportation,22600,Transportation expense
2024-11-11,health,52778,Health expense
2024-11-11,utilities,35985,Electric bill
2024-11-11,other,42631,Other expense
2024-11-12,transportation,12200,Transportation expense
2024-11-12,food & beverages,21157,Food
2024-11-12,transportation,23700,Transportation expense
2024-11-12,transportation,30500,Transportation expense
2024-11-12,other,30789,Other expense
2024-11-12,transportation,12800,Transportation expense
2024-11-12,utilities,53202,Electric bill
2024-11-12,transportation,29600,Transportation expense
2024-11-12,food & beverages,71600,Food
2024-11-12,utilities,50928,Electric bill
2024-11-12,transportation,31300,Transportation expense
2024-11-13,entertainment,244755,Shopping
2024-11-13,transportation,25900,Transportation expense
2024-11-13,food & beverages,66345,Beverage
2024-11-13,utilities,68679,Water bill
2024-11-13,utilities,40669,Water bill
2024-11-14,entertainment,424348,Cinema
2024-11-14,other,91937,Other expense
2024-11-14,food & beverages,25087,Beverage
2024-11-14,utilities,36492,Electric bill
2024-11-14,transportation,30800,Transportation expense
2024-11-14,other,94495,Other expense
2024-11-14,utilities,45292,Tax
2024-11-14,food & beverages,62474,Beverage
2024-11-14,food & beverages,46804,Food
2024-11-14,utilities,91137,Internet
2024-11-14,utilities,94278,Water bill
2024-11-14,food & beverages,62998,Beverage
2024-11-15,entertainment,413880,Karaoke
2024-11-15,food & beverages,34377,Beverage
2024-11-15,health,90989,Health expense
2024-11-15,transportation,10000,Transportation expense
2024-11-15,utilities,44318,Tax
2024-11-15,health,101229,Health expense
2024-11-15,health,101290,Health expense
2024-11-15,food & beverages,58141,Food
2024-11-15,other,60789,Other expense
2024-11-15,food & beverages,65183,Food
2024-11-15,transportation,28600,Transportation expense
2024-11-15,food & beverages,22239,Food
2024-11-16,food & beverages,23504,Food
2024-11-16,food & beverages,22015,Beverage
2024-11-16,transportation,16500,Transportation expense
2024-11-16,food & beverages,40467,Food
2024-11-16,utilities,26433,Internet
2024-11-16,transportation,49700,Transportation expense
2024-11-17,entertainment,209438,Arcade
2024-11-17,other,20480,Other expense
2024-11-17,transportation,14000,Transportation expense
2024-11-17,food & beverages,73355,Food
2024-11-17,transportation,34200,Transportation expense
2024-11-17,utilities,54840,Electric bill
2024-11-18,entertainment,136903,Cinema
2024-11-18,food & beverages,49044,Beverage
2024-11-18,food & beverages,49842,Food
2024-11-18,transportation,22700,Transportation expense
2024-11-18,transportation,26300,Transportation expense
2024-11-18,transportation,21700,Transportation expense
2024-11-18,transportation,46600,Transportation expense
2024-11-18,transportation,16900,Transportation expense
2024-11-18,utilities,80125,Internet
2024-11-18,utilities,33644,Tax
2024-11-18,food & beverages,41316,Beverage
2024-11-18,transportation,20400,Transportation expense
2024-11-18,transportation,49300,Transportation expense
2024-11-19,health,92100,Health expense
2024-11-19,other,52553,Other expense
2024-11-19,health,74046,Health expense
2024-11-19,utilities,62395,Tax
2024-11-19,transportation,46900,Transportation expense
2024-11-19,transportation,34600,Transportation expense
2024-11-19,utilities,67187,Internet
2024-11-19,other,68654,Other expense
2024-11-19,other,10025,Other expense
2024-11-19,utilities,98087,Internet
2024-11-19,food & beverages,73348,Beverage
2024-11-19,food & beverages,29541,Beverage
2024-11-20,food & beverages,60201,Food
2024-11-20,health,92569,Health expense
2024-11-20,transportation,47400,Transportation expense
2024-11-20,other,30278,Other expense
2024-11-21,entertainment,405217,Karaoke
2024-12-01,health,300000,Gym membership
2024-12-01,food & beverages,66535,Food
2024-12-01,transportation,18700,Transportation expense
2024-12-01,food & beverages,63844,Food
2024-12-01,food & beverages,20575,Beverage
2024-12-01,transportation,38500,Transportation expense
2024-12-01,utilities,37677,Water bill
2024-12-01,transportation,23000,Transportation expense
2024-12-01,transportation,47400,Transportation expense
2024-12-01,food & beverages,63212,Food
2024-12-01,transportation,25900,Transportation expense
2024-12-01,food & beverages,36195,Food
2024-12-01,utilities,34749,Electric bill
2024-12-01,utilities,67876,Tax
2024-12-02,entertainment,280630,Shopping
2024-12-02,utilities,65838,Water bill
2024-12-02,transportation,39000,Transportation expense
2024-12-02,transportation,38900,Transportation expense
2024-12-02,food & beverages,28086,Food
2024-12-02,utilities,31247,Water bill
2024-12-02,food & beverages,77189,Beverage
2024-12-02,transportation,19700,Transportation expense
2024-12-02,health,57707,Health expense
2024-12-02,food & beverages,22292,Food
2024-12-03,food & beverages,50258,Beverage
2024-12-03,food & beverages,64175,Food
2024-12-03,food & beverages,62836,Food
2024-12-03,other,97590,Other expense
2024-12-03,food & beverages,58484,Food
2024-12-03,transportation,26700,Transportation expense
2024-12-03,food & beverages,66720,Beverage
2024-12-03,utilities,26957,Internet
2024-12-03,transportation,10500,Transportation expense
2024-12-04,food & beverages,58260,Food
2024-12-04,food & beverages,34168,Beverage
2024-12-04,health,105119,Health expense
2024-12-04,transportation,34900,Transportation expense
2024-12-04,transportation,16500,Transportation expense
2024-12-04,health,83525,Health expense
2024-12-05,food & beverages,45014,Food
2024-12-05,transportation,11400,Transportation expense
2024-12-05,food & beverages,34983,Food
2024-12-05,food & beverages,25289,Beverage
2024-12-05,food & beverages,38290,Food
2024-12-05,transportation,25500,Transportation expense
2024-12-05,other,75700,Other expense
2024-12-05,food & beverages,31887,Beverage
2024-12-05,health,23862,Health expense
2024-12-05,other,46725,Other expense
2024-12-05,food & beverages,40745,Beverage
2024-12-05,utilities,70096,Electric bill
2024-12-05,transportation,24900,Transportation expense
2024-12-05,transportation,47500,Transportation expense
2024-12-06,food & beverages,44436,Food
2024-12-06,transportation,23600,Transportation expense
2024-12-06,utilities,38102,Water bill
2024-12-06,food & beverages,49328,Food
2024-12-06,other,66369,Other expense
2024-12-06,other,29025,Other expense
2024-12-06,utilities,61614,Water bill
2024-12-07,other,25517,Other expense
2024-12-07,food & beverages,24536,Food
2024-12-07,utilities,74269,Internet
2024-12-07,other,49760,Other expense
2024-12-07,transportation,27900,Transportation expense
2024-12-07,food & beverages,23620,Beverage
2024-12-08,entertainment,420854,Cinema
2024-12-08,transportation,25100,Transportation expense
2024-12-08,transportation,25100,Transportation expense
2024-12-08,utilities,30417,Internet
2024-12-08,utilities,37575,Tax
2024-12-08,transportation,49600,Transportation expense
2024-12-08,transportation,34500,Transportation expense
2024-12-09,transportation,19000,Transportation expense
2024-12-09,food & beverages,41777,Beverage
2024-12-09,utilities,55370,Electric bill
2024-12-09,other,39170,Other expense
2024-12-09,utilities,46812,Water bill
2024-12-09,food & beverages,79594,Food
2024-12-09,transportation,42100,Transportation expense
2024-12-10,health,76040,Health expense
2024-12-10,transportation,12700,Transportation expense
2024-12-10,transportation,34900,Transportation expense
2024-12-10,utilities,94964,Tax
2024-12-10,transportation,44400,Transportation expense
2024-12-10,utilities,88242,Electric bill
2024-12-10,food & beverages,72525,Food
2024-12-10,food & beverages,48993,Food
2024-12-10,transportation,12600,Transportation expense
2024-12-10,transportation,43800,Transportation expense
2024-12-11,food & beverages,72959,Food
2024-12-11,food & beverages,45234,Food
2024-12-11,food & beverages,75229,Beverage
2024-12-11,food & beverages,24321,Food
2024-12-11,transportation,39600,Transportation expense
2024-12-11,food & beverages,26781,Food
2024-12-11,utilities,71520,Water bill
2024-12-11,transportation,39500,Transportation expense
2024-12-11,food & beverages,73760,Food
2024-12-11,utilities,79596,Water bill
2024-12-11,food & beverages,57505,Beverage
2024-12-11,health,41495,Health expense
2024-12-11,utilities,31952,Electric bill
2024-12-11,food & beverages,38785,Food
2024-12-11,food & beverages,62636,Food
2024-12-12,food & beverages,17877,Food
2024-12-12,utilities,94120,Internet
2024-12-12,health,39672,Health expense
2024-12-12,food & beverages,65407,Beverage
2024-12-12,utilities,60378,Tax
2024-12-12,food & beverages,44245,Food
2024-12-12,food & beverages,73886,Beverage
2024-12-12,food & beverages,55800,Beverage
2024-12-12,utilities,80115,Electric bill
2024-12-12,transportation,42700,Transportation expense
2024-12-12,transportation,10400,Transportation expense
2024-12-12,transportation,42300,Transportation expense
2024-12-12,food & beverages,46176,Food
2024-12-13,food & beverages,31037,Food
2024-12-13,health,56452,Health expense
2024-12-13,transportation,46500,Transportation expense
2024-12-13,health,47215,Health expense
2024-12-13,food & beverages,57813,Beverage
2024-12-13,food & beverages,17125,Beverage
2024-12-13,utilities,63399,Internet
2024-12-13,other,16426,Other expense
2024-12-13,food & beverages,25573,Food
2024-12-13,utilities,79682,Water bill
2024-12-13,utilities,24697,Internet
2024-12-13,food & beverages,39154,Beverage
2024-12-14,utilities,58382,Electric bill
2024-12-14,transportation,18000,Transportation expense
2024-12-14,utilities,63150,Internet
2024-12-14,transportation,44400,Transportation expense
2024-12-14,food & beverages,18813,Beverage
2024-12-14,food & beverages,56220,Food
2024-12-14,transportation,15700,Transportation expense
2024-12-14,transportation,49600,Transportation expense
2024-12-14,other,47642,Other expense
2024-12-14,transportation,30700,Transportation expense
2024-12-15,transportation,42500,Transportation expense
2024-12-19,entertainment,283317,Karaoke
